model,language,category,total,correct,accuracy
gemma-3-4b-it__base,sw,computer science,20,3,0.15
gemma-3-4b-it__base,sw,philosophy,25,5,0.2
gemma-3-4b-it__base,sw,engineering,48,11,0.229167
gemma-3-4b-it__base,zu,all,588,148,0.251701
gemma-3-4b-it__base,zu,business,40,12,0.3
gemma-3-4b-it__base,zu,law,48,8,0.166667
gemma-3-4b-it__base,zu,psychology,40,14,0.35
gemma-3-4b-it__base,zu,biology,36,16,0.444444
gemma-3-4b-it__base,zu,chemistry,56,9,0.160714
gemma-3-4b-it__base,zu,history,19,5,0.263158
gemma-3-4b-it__base,zu,other,46,9,0.195652
gemma-3-4b-it__base,zu,health,35,7,0.2
gemma-3-4b-it__base,zu,economics,42,7,0.166667
gemma-3-4b-it__base,zu,math,68,27,0.397059
gemma-3-4b-it__base,zu,physics,65,12,0.184615
gemma-3-4b-it__base,zu,computer science,20,4,0.2
gemma-3-4b-it__base,zu,philosophy,25,7,0.28
gemma-3-4b-it__base,zu,engineering,48,11,0.229167
Qwen3-4B__base,vi,all,588,326,0.554422
Qwen3-4B__base,vi,business,40,27,0.675
Qwen3-4B__base,vi,law,48,6,0.125
Qwen3-4B__base,vi,psychology,40,25,0.625
Qwen3-4B__base,vi,biology,36,28,0.777778
Qwen3-4B__base,vi,chemistry,56,33,0.589286
Qwen3-4B__base,vi,history,19,8,0.421053
Qwen3-4B__base,vi,other,46,19,0.413043
Qwen3-4B__base,vi,health,35,20,0.571429
Qwen3-4B__base,vi,economics,42,31,0.738095
Qwen3-4B__base,vi,math,68,50,0.735294
Qwen3-4B__base,vi,physics,65,39,0.6
Qwen3-4B__base,vi,computer science,20,12,0.6
Qwen3-4B__base,vi,philosophy,25,13,0.52
Qwen3-4B__base,vi,engineering,48,15,0.3125
Qwen3-4B__base,es,all,588,333,0.566327
Qwen3-4B__base,es,business,40,29,0.725
Qwen3-4B__base,es,law,48,9,0.1875
Qwen3-4B__base,es,psychology,40,24,0.6
Qwen3-4B__base,es,biology,36,28,0.777778
Qwen3-4B__base,es,chemistry,56,37,0.660714
Qwen3-4B__base,es,history,19,8,0.421053
Qwen3-4B__base,es,other,46,21,0.456522
Qwen3-4B__base,es,health,35,18,0.514286
Qwen3-4B__base,es,economics,42,29,0.690476
Qwen3-4B__base,es,math,68,51,0.75
Qwen3-4B__base,es,physics,65,44,0.676923
Qwen3-4B__base,es,computer science,20,10,0.5
Qwen3-4B__base,es,philosophy,25,15,0.6
Qwen3-4B__base,es,engineering,48,10,0.208333
Qwen3-4B__base,ar,all,588,305,0.518707
Qwen3-4B__base,ar,business,40,27,0.675
Qwen3-4B__base,ar,law,48,12,0.25
Qwen3-4B__base,ar,psychology,40,28,0.7
Qwen3-4B__base,ar,biology,36,25,0.694444
Qwen3-4B__base,ar,chemistry,56,30,0.535714
Qwen3-4B__base,ar,history,19,6,0.315789
Qwen3-4B__base,ar,other,46,21,0.456522
Qwen3-4B__base,ar,health,35,12,0.342857
Qwen3-4B__base,ar,economics,42,29,0.690476
Qwen3-4B__base,ar,math,68,47,0.691176
Qwen3-4B__base,ar,physics,65,40,0.615385
Qwen3-4B__base,ar,computer science,20,9,0.45
Qwen3-4B__base,ar,philosophy,25,6,0.24
Qwen3-4B__base,ar,engineering,48,13,0.270833
Qwen3-4B__base,zu,all,588,152,0.258503
Qwen3-4B__base,zu,business,40,12,0.3
Qwen3-4B__base,zu,law,48,6,0.125
Qwen3-4B__base,zu,psychology,40,9,0.225
Qwen3-4B__base,zu,biology,36,11,0.305556
Qwen3-4B__base,zu,chemistry,56,22,0.392857
Qwen3-4B__base,zu,history,19,2,0.105263
Qwen3-4B__base,zu,other,46,8,0.173913
Qwen3-4B__base,zu,health,35,7,0.2
Qwen3-4B__base,zu,economics,42,9,0.214286
Qwen3-4B__base,zu,math,68,30,0.441176
Qwen3-4B__base,zu,physics,65,14,0.215385
Qwen3-4B__base,zu,computer science,20,5,0.25
Qwen3-4B__base,zu,philosophy,25,8,0.32
Qwen3-4B__base,zu,engineering,48,9,0.1875
Qwen3-4B__base,sw,all,588,171,0.290816
Qwen3-4B__base,sw,business,40,13,0.325
Qwen3-4B__base,sw,law,48,4,0.083333
Qwen3-4B__base,sw,psychology,40,10,0.25
Qwen3-4B__base,sw,biology,36,13,0.361111
Qwen3-4B__base,sw,chemistry,56,27,0.482143
Qwen3-4B__base,sw,history,19,2,0.105263
Qwen3-4B__base,sw,other,46,5,0.108696
Qwen3-4B__base,sw,health,35,12,0.342857
Qwen3-4B__base,sw,economics,42,9,0.214286
Qwen3-4B__base,sw,math,68,32,0.470588
Qwen3-4B__base,sw,physics,65,25,0.384615
Qwen3-4B__base,sw,computer science,20,5,0.25
Qwen3-4B__base,sw,philosophy,25,6,0.24
Qwen3-4B__base,sw,engineering,48,8,0.166667
Qwen3-4B__base,en,all,588,342,0.581633
Qwen3-4B__base,en,business,40,26,0.65
Qwen3-4B__base,en,law,48,10,0.208333
Qwen3-4B__base,en,psychology,40,27,0.675
Qwen3-4B__base,en,biology,36,29,0.805556
Qwen3-4B__base,en,chemistry,56,36,0.642857
Qwen3-4B__base,en,history,19,10,0.526316
Qwen3-4B__base,en,other,46,21,0.456522
Qwen3-4B__base,en,health,35,26,0.742857
Qwen3-4B__base,en,economics,42,31,0.738095
Qwen3-4B__base,en,math,68,53,0.779412
Qwen3-4B__base,en,physics,65,39,0.6
Qwen3-4B__base,en,computer science,20,8,0.4
Qwen3-4B__base,en,philosophy,25,14,0.56
Qwen3-4B__base,en,engineering,48,12,0.25
Qwen3-4B__base,de,all,588,324,0.55102
Qwen3-4B__base,de,business,40,29,0.725
Qwen3-4B__base,de,law,48,12,0.25
Qwen3-4B__base,de,psychology,40,23,0.575
Qwen3-4B__base,de,biology,36,28,0.777778
Qwen3-4B__base,de,chemistry,56,40,0.714286
Qwen3-4B__base,de,history,19,8,0.421053
Qwen3-4B__base,de,other,46,16,0.347826
Qwen3-4B__base,de,health,35,20,0.571429
Qwen3-4B__base,de,economics,42,27,0.642857
Qwen3-4B__base,de,math,68,49,0.720588
Qwen3-4B__base,de,physics,65,41,0.630769
Qwen3-4B__base,de,computer science,20,10,0.5
Qwen3-4B__base,de,philosophy,25,11,0.44
Qwen3-4B__base,de,engineering,48,10,0.208333
Qwen3-4B__base,yo,all,588,146,0.248299
Qwen3-4B__base,yo,business,40,13,0.325
Qwen3-4B__base,yo,law,48,6,0.125
Qwen3-4B__base,yo,psychology,40,10,0.25
Qwen3-4B__base,yo,biology,36,10,0.277778
Qwen3-4B__base,yo,chemistry,56,16,0.285714
Qwen3-4B__base,yo,history,19,1,0.052632
Qwen3-4B__base,yo,other,46,8,0.173913
Qwen3-4B__base,yo,health,35,8,0.228571
Qwen3-4B__base,yo,economics,42,8,0.190476
Qwen3-4B__base,yo,math,68,29,0.426471
Qwen3-4B__base,yo,physics,65,17,0.261538
Qwen3-4B__base,yo,computer science,20,5,0.25
Qwen3-4B__base,yo,philosophy,25,5,0.2
Qwen3-4B__base,yo,engineering,48,10,0.208333
Qwen3-4B__base,zh,all,588,302,0.513605
Qwen3-4B__base,zh,business,40,23,0.575
Qwen3-4B__base,zh,law,48,10,0.208333
Qwen3-4B__base,zh,psychology,40,22,0.55
Qwen3-4B__base,zh,biology,36,26,0.722222
Qwen3-4B__base,zh,chemistry,56,32,0.571429
Qwen3-4B__base,zh,history,19,7,0.368421
Qwen3-4B__base,zh,other,46,16,0.347826
Qwen3-4B__base,zh,health,35,20,0.571429
Qwen3-4B__base,zh,economics,42,32,0.761905
Qwen3-4B__base,zh,math,68,48,0.705882
Qwen3-4B__base,zh,physics,65,35,0.538462
Qwen3-4B__base,zh,computer science,20,10,0.5
Qwen3-4B__base,zh,philosophy,25,10,0.4
Qwen3-4B__base,zh,engineering,48,11,0.229167
Qwen3-4B__base,fr,all,588,341,0.579932
Qwen3-4B__base,fr,business,40,28,0.7
Qwen3-4B__base,fr,law,48,11,0.229167
Qwen3-4B__base,fr,psychology,40,25,0.625
Qwen3-4B__base,fr,biology,36,30,0.833333
Qwen3-4B__base,fr,chemistry,56,36,0.642857
Qwen3-4B__base,fr,history,19,10,0.526316
Qwen3-4B__base,fr,other,46,22,0.478261
Qwen3-4B__base,fr,health,35,22,0.628571
Qwen3-4B__base,fr,economics,42,30,0.714286
Qwen3-4B__base,fr,math,68,50,0.735294
Qwen3-4B__base,fr,physics,65,40,0.615385
Qwen3-4B__base,fr,computer science,20,10,0.5
Qwen3-4B__base,fr,philosophy,25,12,0.48
Qwen3-4B__base,fr,engineering,48,15,0.3125
Qwen3-4B__base,ru,all,588,345,0.586735
Qwen3-4B__base,ru,business,40,27,0.675
Qwen3-4B__base,ru,law,48,11,0.229167
Qwen3-4B__base,ru,psychology,40,26,0.65
Qwen3-4B__base,ru,biology,36,30,0.833333
Qwen3-4B__base,ru,chemistry,56,38,0.678571
Qwen3-4B__base,ru,history,19,8,0.421053
Qwen3-4B__base,ru,other,46,20,0.434783
Qwen3-4B__base,ru,health,35,24,0.685714
Qwen3-4B__base,ru,economics,42,31,0.738095
Qwen3-4B__base,ru,math,68,48,0.705882
Qwen3-4B__base,ru,physics,65,45,0.692308
Qwen3-4B__base,ru,computer science,20,12,0.6
Qwen3-4B__base,ru,philosophy,25,15,0.6
Qwen3-4B__base,ru,engineering,48,10,0.208333
Qwen3-4B__base,pt,all,588,338,0.57483
Qwen3-4B__base,pt,business,40,23,0.575
Qwen3-4B__base,pt,law,48,13,0.270833
Qwen3-4B__base,pt,psychology,40,23,0.575
Qwen3-4B__base,pt,biology,36,29,0.805556
Qwen3-4B__base,pt,chemistry,56,33,0.589286
Qwen3-4B__base,pt,history,19,8,0.421053
Qwen3-4B__base,pt,other,46,20,0.434783
Qwen3-4B__base,pt,health,35,25,0.714286
Qwen3-4B__base,pt,economics,42,32,0.761905
Qwen3-4B__base,pt,math,68,54,0.794118
Qwen3-4B__base,pt,physics,65,40,0.615385
Qwen3-4B__base,pt,computer science,20,10,0.5
Qwen3-4B__base,pt,philosophy,25,13,0.52
Qwen3-4B__base,pt,engineering,48,15,0.3125
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,all,588,333,0.566327
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,business,40,27,0.675
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,law,48,9,0.1875
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,psychology,40,27,0.675
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,biology,36,27,0.75
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,chemistry,56,30,0.535714
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,history,19,7,0.368421
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,other,46,20,0.434783
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,health,35,24,0.685714
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,economics,42,32,0.761905
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,math,68,53,0.779412
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,physics,65,38,0.584615
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,computer science,20,11,0.55
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,philosophy,25,13,0.52
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,es,engineering,48,15,0.3125
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,all,588,325,0.552721
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,business,40,28,0.7
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,law,48,11,0.229167
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,psychology,40,26,0.65
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,biology,36,28,0.777778
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,chemistry,56,32,0.571429
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,history,19,7,0.368421
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,other,46,16,0.347826
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,health,35,20,0.571429
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,economics,42,31,0.738095
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,math,68,53,0.779412
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,physics,65,39,0.6
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,computer science,20,9,0.45
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,philosophy,25,12,0.48
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,vi,engineering,48,13,0.270833
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,all,588,318,0.540816
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,business,40,23,0.575
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,law,48,14,0.291667
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,psychology,40,26,0.65
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,biology,36,26,0.722222
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,chemistry,56,34,0.607143
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,history,19,7,0.368421
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,other,46,20,0.434783
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,health,35,16,0.457143
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,economics,42,28,0.666667
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,math,68,51,0.75
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,physics,65,43,0.661538
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,computer science,20,10,0.5
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,philosophy,25,9,0.36
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ar,engineering,48,11,0.229167
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,all,588,162,0.27551
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,business,40,13,0.325
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,law,48,7,0.145833
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,psychology,40,12,0.3
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,biology,36,13,0.361111
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,chemistry,56,24,0.428571
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,history,19,2,0.105263
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,other,46,8,0.173913
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,health,35,8,0.228571
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,economics,42,9,0.214286
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,math,68,30,0.441176
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,physics,65,17,0.261538
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,computer science,20,5,0.25
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,philosophy,25,5,0.2
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zu,engineering,48,9,0.1875
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,all,588,173,0.294218
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,business,40,12,0.3
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,law,48,5,0.104167
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,psychology,40,11,0.275
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,biology,36,14,0.388889
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,chemistry,56,28,0.5
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,history,19,3,0.157895
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,other,46,6,0.130435
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,health,35,11,0.314286
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,economics,42,9,0.214286
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,math,68,31,0.455882
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,physics,65,22,0.338462
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,computer science,20,6,0.3
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,philosophy,25,3,0.12
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,sw,engineering,48,12,0.25
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,all,588,354,0.602041
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,business,40,24,0.6
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,law,48,13,0.270833
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,psychology,40,28,0.7
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,biology,36,29,0.805556
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,chemistry,56,39,0.696429
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,history,19,9,0.473684
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,other,46,22,0.478261
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,health,35,26,0.742857
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,economics,42,32,0.761905
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,math,68,52,0.764706
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,physics,65,44,0.676923
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,computer science,20,9,0.45
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,philosophy,25,12,0.48
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,en,engineering,48,15,0.3125
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,all,588,335,0.569728
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,business,40,26,0.65
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,law,48,12,0.25
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,psychology,40,23,0.575
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,biology,36,27,0.75
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,chemistry,56,40,0.714286
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,history,19,6,0.315789
